Time,Total Energy,Total Kinetic Energy,Potential Energy,Temperature
3.9e-15,7.200256462190899e-06,7.628770461555527e-09,7.192627691729344e-06,36836.63968445529
4e-15,7.200310981231397e-06,7.69065609164763e-09,7.192620325139749e-06,37135.463547204396
4.0999999999999996e-15,7.200365500339578e-06,7.750303795368322e-09,7.19261519654421e-06,37423.48125347003
4.2e-15,7.200420019513581e-06,7.807874438602229e-09,7.192612145074979e-06,37701.46956782512
4.3e-15,7.200474538436179e-06,7.863494598376085e-09,7.1926110438378036e-06,37970.03968605144
4.4e-15,7.200529057409606e-06,7.917255857474715e-09,7.192611801552132e-06,38229.63382908915
4.5e-15,7.200741937500319e-06,7.969216610228156e-09,7.192772720890091e-06,38480.53396254542
4.6e-15,7.200796562301194e-06,8.019406323193121e-09,7.1927771559780006e-06,38722.88237002125
4.7e-15,7.200851187908461e-06,8.067831643480025e-09,7.192783356264981e-06,38956.711148066475
4.8e-15,7.182076031558624e-06,8.114483510132472e-09,7.173961548048492e-06,39181.97654452108
4.9e-15,7.172905969207028e-06,8.159344474315628e-09,7.164746624732712e-06,39398.59430512089
5e-15,7.172960488878706e-06,8.202395314245643e-09,7.16475809356446e-06,39606.471614656795
5.1e-15,7.1628097779870675e-06,7.523959816451033e-09,7.155285818170616e-06,36330.54607628264
5.2e-15,7.170950009439505e-06,6.324822084415257e-09,7.16462518735509e-06,30540.333251078573
5.3e-15,7.1699879620913975e-06,5.349832205669976e-09,7.164638129885728e-06,25832.451287618966
5.4e-15,7.169207734098434e-06,4.557131999677669e-09,7.164650602098756e-06,22004.781807578267
5.5e-15,7.159107972006585e-06,3.9126836548756235e-09,7.15519528835171e-06,18892.96823390364
5.5999999999999995e-15,7.158595062533317e-06,3.388809438643703e-09,7.155206253094673e-06,16363.364565716089
5.6999999999999995e-15,7.148972264577914e-06,2.9630036087288e-09,7.146009260969185e-06,14307.298517961723
5.7999999999999996e-15,7.1486353347661685e-06,2.6169660044589703e-09,7.146018368761709e-06,12636.405074516744
5.9e-15,7.148362364904386e-06,2.3358159331239516e-09,7.146026548971262e-06,11278.830623008704
6e-15,7.148141260679479e-06,2.107452747889833e-09,7.146033807931589e-06,10176.145411275582
6.1e-15,7.138773192655055e-06,1.9220357261291842e-09,7.1368511569289254e-06,9280.832063419373
6.2e-15,7.138628150468254e-06,1.7715610648269184e-09,7.136856589403427e-06,8554.243039937104
6.3e-15,7.129184819931578e-06,1.6495178687626293e-09,7.1275353020628154e-06,7964.939526085821
6.4e-15,7.1290897093587116e-06,1.550608456873503e-09,7.127539100901838e-06,7487.340890037961
6.5e-15,7.128752743867247e-06,1.470521038569602e-09,7.127282222828677e-06,7100.627017050686
6.6e-15,7.119501038681457e-06,1.4057450290792756e-09,7.118095293652378e-06,6787.846532460582
6.7e-15,7.119450265932534e-06,1.3534210612312334e-09,7.118096844871303e-06,6535.192561523522
6.8e-15,7.119408942913569e-06,1.3112192213109446e-09,7.118097723692258e-06,6331.414773346663
6.9e-15,7.119375205624486e-06,1.2772402267925784e-09,7.118097965397693e-06,6167.34220303919
7e-15,7.119347541729067e-06,1.249935244849608e-09,7.118097606484217e-06,6035.496083603232
7.1e-15,7.119324723216966e-06,1.2280408254223163e-09,7.1180966823915445e-06,5929.775660684776
7.2e-15,7.119305755421857e-06,1.2105260949822169e-09,7.118095229326874e-06,5845.203209902092
7.3e-15,7.1192898359302855e-06,1.1965498806148755e-09,7.118093286049671e-06,5777.717004176419
7.4e-15,7.11927631360699e-06,1.1854258536946097e-09,7.118090887753295e-06,5724.003004841007
7.5e-15,7.119264666627202e-06,1.1765942321140766e-09,7.118088072395088e-06,5681.3582216965915
7.6e-15,7.119254474540522e-06,1.1695987131591934e-09,7.118084875827362e-06,5647.579330006847
7.7e-15,7.119245401042163e-06,1.1640676842813842e-09,7.118081333357881e-06,5620.871943949955
7.8e-15,7.11923717968694e-06,1.1596988969140535e-09,7.118077480790026e-06,5599.776611888339
7.9e-15,7.119229599005222e-06,1.1562469440392065e-09,7.1180733520611824e-06,5583.108349958155
8e-15,7.119222491696943e-06,1.153513012190677e-09,7.118068978684752e-06,5569.907158110314
8.1e-15,7.110044249258369e-06,1.1513364879411273e-09,7.108892912770428e-06,5559.397490799024
8.199999999999999e-15,7.110037699022088e-06,1.1495880572041378e-09,7.108888110964884e-06,5550.954935947456
8.3e-15,7.110031316448823e-06,1.1481640577858331e-09,7.108883152391037e-06,5544.07894541303
8.4e-15,7.110025045132021e-06,1.1469818093044785e-09,7.1088780633227166e-06,5538.37028481764
8.5e-15,7.110018843494456e-06,1.1459757829637633e-09,7.108872867711492e-06,5533.512538734867
8.6e-15,7.110012682046243e-06,1.145094439618938e-09,7.108867587606624e-06,5529.256842827482
8.7e-15,7.110006540583345e-06,1.1442976147180237e-09,7.108862242968627e-06,5525.4092566516365
8.8e-15,7.110000405217491e-06,1.143554374864476e-09,7.1088568508426265e-06,5521.8204137545745
8.9e-15,7.109994269346491e-06,1.14284123539786e-09,7.108851428111093e-06,5518.376915000892
9e-15,7.100834657927105e-06,1.1421407048063377e-09,7.0996925172222985e-06,5514.994300054239
9.1e-15,7.1008284859346404e-06,1.141440078432643e-09,7.0996870458562075e-06,5511.611222609285
9.2e-15,7.100822314172561e-06,1.1407304461477742e-09,7.0996815837264135e-06,5508.184658798262
9.3e-15,7.100816147089784e-06,1.1400058808841088e-09,7.0996761412089e-06,5504.685988903811
9.4e-15,7.100809989184749e-06,1.1392627867880263e-09,7.099670726397961e-06,5501.097849818099
9.5e-15,7.100803847471181e-06,1.1384993475192737e-09,7.099665348123662e-06,5497.411471075191
9.6e-15,7.100797727686063e-06,1.137715105274229e-09,7.0996600125807895e-06,5493.624642102997
9.699999999999999e-15,7.100791636283944e-06,1.1369105901160399e-09,7.0996547256938275e-06,5489.739922389349
9.8e-15,7.100785578919436e-06,1.1360870524100782e-09,7.099649491867026e-06,5485.763349507264
9.899999999999999e-15,7.10077956121359e-06,1.1352462307370814e-09,7.099644314982853e-06,5481.703318449422
1e-14,7.110098864916727e-06,1.1343901765032948e-09,7.1089644747402235e-06,5477.569734732457
1.01e-14,7.110092930069024e-06,1.1335211179301942e-09,7.108959408951094e-06,5473.373357651338
1.02e-14,7.110087050678627e-06,1.1326413535409515e-09,7.108954409325086e-06,5469.125285963106
1.03e-14,7.11008122990609e-06,1.1317531795840122e-09,7.108949476726506e-06,5464.836607440955
1.04e-14,7.110075471990346e-06,1.130858818991267e-09,7.108944613171355e-06,5460.5180558383145
1.05e-14,7.11006977975507e-06,1.1299603840978649e-09,7.108939819370972e-06,5456.179830875986
1.06e-14,7.110064155970565e-06,1.1290598523068225e-09,7.108935096118258e-06,5451.831480735134
1.07e-14,7.110058603161192e-06,1.1281590525411508e-09,7.10893044410865e-06,5447.481836639391
1.08e-14,7.110053122687906e-06,1.1272596374299285e-09,7.108925863050476e-06,5443.138878551215
1.09e-14,7.110047715730043e-06,1.1263630884029328e-09,7.10892135264164e-06,5438.8097597720725
1.1e-14,7.110042384056429e-06,1.1254707250574833e-09,7.108916913331371e-06,5434.500852171615
1.11e-14,7.119380552197267e-06,1.1245837048670499e-09,7.1182559684924e-06,5430.217744780654
1.1199999999999999e-14,7.119375360746089e-06,1.1237030238797916e-09,7.1182516577222095e-06,5425.965247164156
1.13e-14,7.0916853908053724e-06,1.1228295343807197e-09,7.090562561270992e-06,5421.74747470559
1.1399999999999999e-14,7.091680292526547e-06,1.121963956971267e-09,7.090558328569576e-06,5417.567906934913
1.15e-14,7.091675271850481e-06,1.1211068755319428e-09,7.090554164974949e-06,5413.429363204999
1.1599999999999999e-14,7.09167032882039e-06,1.1202587615440094e-09,7.090550070058846e-06,5409.334120132437
1.17e-14,7.091665462881284e-06,1.1194199821048324e-09,7.090546042899179e-06,5405.2839503008245
1.18e-14,7.063804682393412e-06,1.1185908096641916e-09,7.062686091583748e-06,5401.280169273975
1.19e-14,7.063799946665674e-06,1.1177714314989306e-09,7.062682175234175e-06,5397.32368134566
1.2e-14,7.063795287474615e-06,1.1169619536380709e-09,7.062678325520977e-06,5393.414998492597
1.21e-14,7.0547095742877724e-06,1.116162421615037e-09,7.053593411866158e-06,5389.554340579622
1.22e-14,7.05470504279834e-06,1.1153728294546405e-09,7.053589669968886e-06,5385.741678754655
1.23e-14,7.0547005864255525e-06,1.1145931173231641e-09,7.053585993308229e-06,5381.976724101801
1.24e-14,7.054696203499529e-06,1.1138231851318063e-09,7.053582380314397e-06,5378.258993327565
1.25e-14,7.054691893509052e-06,1.113062903014508e-09,7.053578830606038e-06,5374.5878593545885
1.26e-14,7.054687656851145e-06,1.112312105658293e-09,7.0535753447454864e-06,5370.962523944864
1.27e-14,7.054683491898464e-06,1.111570605082026e-09,7.0535719212933815e-06,5367.382079403846
1.28e-14,7.0546793985495435e-06,1.1108381929239487e-09,7.0535685603566195e-06,5363.84551962615
1.2899999999999999e-14,7.054675376027042e-06,1.1101146520416458e-09,7.053565261375001e-06,5360.351796107704
1.3e-14,7.045346503568603e-06,1.109399754103319e-09,7.0442371038145e-06,5356.899806314852
1.3099999999999999e-14,7.0453426316422884e-06,1.1086932614076454e-09,7.0442339383808806e-06,5353.48840247181
1.32e-14,7.045338829178223e-06,1.107994932729014e-09,7.044230834245494e-06,5350.116419785256
1.3299999999999999e-14,7.045335094409895e-06,1.1073045284351296e-09,7.04422778988146e-06,5346.782701155421
1.34e-14,7.035936239669268e-06,1.106621811963597e-09,7.034829617857305e-06,5343.486104306004
1.35e-14,7.035932630445585e-06,1.10594655290387e-09,7.034826683892681e-06,5340.22551666581
1.36e-14,7.035929088857776e-06,1.105278523267075e-09,7.034823810334509e-06,5336.999837357045
1.37e-14,7.026862423283458e-06,1.1046174983223814e-09,7.025757805785136e-06,5333.8079812338565
1.38e-14,7.02685899413288e-06,1.1039632631408697e-09,7.025755030869739e-06,5330.6489104803595
1.39e-14,7.026855631543972e-06,1.103315618443188e-09,7.025752315925529e-06,5327.521662846907
1.4e-14,7.02685233444046e-06,1.1026743684452786e-09,7.025749660072015e-06,5324.425292961395
1.41e-14,7.02684910258696e-06,1.1020393206854994e-09,7.025747063266275e-06,5321.35887149449
1.42e-14,7.026845936850333e-06,1.1014102981634786e-09,7.025744526552169e-06,5318.321543773875
1.43e-14,7.02684283590777e-06,1.1007871341311727e-09,7.025742048773639e-06,5315.31250463211
1.44e-14,7.026839800012033e-06,1.1001696756504335e-09,7.0257396303363825e-06,5312.331015584861
1.4499999999999998e-14,7.017459817851036e-06,1.0995577777603883e-09,7.016360260073276e-06,5309.3763766672455
1.46e-14,7.017456901011555e-06,1.0989513002646964e-09,7.01635794971129e-06,5306.44791092062
1.47e-14,7.017454047431136e-06,1.0983501103155304e-09,7.0163556973208205e-06,5303.544976869721
1.48e-14,7.00809250828431e-06,1.0977540848687791e-09,7.006994754199442e-06,5300.666980377968
1.4899999999999998e-14,7.0080897730493625e-06,1.0971631116223902e-09,7.00699260993774e-06,5297.813379178392
1.5e-14,6.999041940101869e-06,1.096577082675043e-09,6.997945363019194e-06,5294.983652253604
1.51e-14,6.9990393132406124e-06,1.0959958983940173e-09,6.997943317342218e-06,5292.177318512368
1.52e-14,6.999036749012459e-06,1.0954194636227835e-09,6.997941329548836e-06,5289.39391847739
1.53e-14,6.9990342479722495e-06,1.0948476816677833e-09,6.9979394002905816e-06,5286.63298524961
1.54e-14,6.999031809728705e-06,1.094280463800871e-09,6.997937529264904e-06,5283.894090392132
1.55e-14,6.999029433677786e-06,1.0937177264794137e-09,6.9979357159513065e-06,5281.176830507072
1.56e-14,6.9990271209960425e-06,1.093159389504829e-09,6.997933961606538e-06,5278.4808183437835
1.57e-14,6.99902487104638e-06,1.0926053707622327e-09,6.997932265675617e-06,5275.805657398479
1.58e-14,6.999022682590927e-06,1.0920555942620556e-09,6.997930626996665e-06,5273.150980744349
1.59e-14,6.999020556038899e-06,1.0915099827117077e-09,6.997929046056187e-06,5270.516415162761
1.6e-14,6.999018491500834e-06,1.0909684605452007e-09,6.997927523040289e-06,5267.901595772233
1.61e-14,6.99901648887636e-06,1.0904309573722342e-09,6.997926057918987e-06,5265.306182682851
1.62e-14,7.0080599331831e-06,1.089897399599179e-09,7.006970035783501e-06,5262.729820536955
1.63e-14,7.0080580715518995e-06,1.0893677125660988e-09,7.006968703839333e-06,5260.172148828069
1.6399999999999998e-14,6.998715663898227e-06,1.0888418211908853e-09,6.997626822077036e-06,5257.632805011195
1.65e-14,6.998713915795981e-06,1.088319656863219e-09,6.997625596139117e-06,5255.111457791319
1.66e-14,6.998712228993451e-06,1.0878011493695484e-09,6.997624427844082e-06,5252.607768131985
1.67e-14,6.989665129013175e-06,1.0872862295150944e-09,6.98857784278366e-06,5250.121401916028
1.68e-14,6.9896635464462795e-06,1.086774830449375e-09,6.98857677161583e-06,5247.65203634607
1.69e-14,6.989662024881831e-06,1.0862668841862783e-09,6.988575757997645e-06,5245.1993431411765
1.7e-14,6.989660564472677e-06,1.0857623235292362e-09,6.988574802149148e-06,5242.762997832837
1.71e-14,6.989659164558693e-06,1.085261080079066e-09,6.988573903478614e-06,5240.342670145543
1.72e-14,6.98965782526004e-06,1.0847630970787925e-09,6.988573062162961e-06,5237.938086019896
1.73e-14,6.971027921850334e-06,1.0842683133114612e-09,6.969943653537022e-06,5235.548949860831
1.74e-14,6.9710267033186265e-06,1.0837766767523676e-09,6.969942926641874e-06,5233.1750104594175
1.75e-14,6.971025544662775e-06,1.0832881330994921e-09,6.969942256529675e-06,5230.816005610367
1.76e-14,6.9710244461893845e-06,1.0828026333919709e-09,6.969941643555993e-06,5228.471698898952
1.77e-14,6.971023407258429e-06,1.0823201349416409e-09,6.969941087123487e-06,5226.141884199102
1.78e-14,6.971022428653543e-06,1.0818406002080591e-09,6.9699405880533345e-06,5223.826380241268
1.7899999999999998e-14,6.980327689471182e-06,1.0813639959429385e-09,6.979246325475239e-06,5221.52502648121
1.8e-14,6.9803268231775715e-06,1.080890292647638e-09,6.9792459328849235e-06,5219.237680480403
1.81e-14,6.980326015792945e-06,1.080419465601136e-09,6.979245596327343e-06,5216.964222869757
1.82e-14,6.989647738557172e-06,1.0799514956599345e-09,6.988567787061512e-06,5214.70456121208
1.8299999999999998e-14,6.989647058444128e-06,1.0794863685444462e-09,6.988567572075584e-06,5212.458626556285
1.84e-14,6.9896464386739715e-06,1.0790240794720061e-09,6.9885674145944994e-06,5210.2263958085705
1.85e-14,6.989645878157176e-06,1.0785646255863977e-09,6.988567313531589e-06,5208.007855177277
1.86e-14,6.989645376185493e-06,1.0781080065932165e-09,6.9885672681789e-06,5205.803003240826
1.87e-14,6.989644933904774e-06,1.0776542294423354e-09,6.988567279675332e-06,5203.611873557704
1.88e-14,6.989644551500258e-06,1.0772033078310392e-09,6.988567348192427e-06,5201.434532267261
1.89e-14,6.989644227635546e-06,1.076755262737559e-09,6.988567472372809e-06,5199.2710806659725
1.9e-14,6.989643962821279e-06,1.0763101189431468e-09,6.9885676527023354e-06,5197.121638413755
1.91e-14,6.989643756090322e-06,1.075867901199759e-09,6.988567888189123e-06,5194.986325029069
1.92e-14,6.989643608926012e-06,1.0754286397572184e-09,6.9885681802862544e-06,5192.865286577633
1.93e-14,6.989643519256538e-06,1.0749923682917619e-09,6.988568526888247e-06,5190.7586856701055
1.9399999999999998e-14,6.980320922358339e-06,1.0745591238434768e-09,6.979246363234496e-06,5188.666701159995
1.95e-14,6.9893668795475324e-06,1.0741289448630884e-09,6.98829275060267e-06,5186.589518712279
1.96e-14,6.989366971310997e-06,1.0737018767996506e-09,6.988293269434197e-06,5184.527357784398
1.97e-14,6.989367120504494e-06,1.0732779666587e-09,6.988293842537835e-06,5182.4804453494935
1.9799999999999998e-14,6.989367327882772e-06,1.0728572586823014e-09,6.98829447062409e-06,5180.4489950368825
1.99e-14,6.980063277979567e-06,1.0724397968191307e-09,6.978990838182748e-06,5178.433219059204
2e-14,6.980063591014575e-06,1.072025627150542e-09,6.978991565387425e-06,5176.433339927054
2.01e-14,6.980063960937434e-06,1.0716147988235933e-09,6.9789923461386106e-06,5174.449594954225
2.02e-14,6.980064387191492e-06,1.0712073597112983e-09,6.978993179831781e-06,5172.4822153026025
2.03e-14,6.980064869594598e-06,1.070803350893515e-09,6.978994066243705e-06,5170.531399332319
2.04e-14,6.980065407213652e-06,1.070402820191981e-09,6.97899500439346e-06,5168.597377957666
2.05e-14,6.970760021266069e-06,1.0700058117899827e-09,6.969690015454279e-06,5166.680364524137
2.06e-14,6.980065043902067e-06,1.069612371799359e-09,6.978995431530268e-06,5164.780581689524
2.07e-14,6.980065760827695e-06,1.0692225404057483e-09,6.978996538287289e-06,5162.898223496091
2.08e-14,6.970762149455749e-06,1.0688363574774177e-09,6.969693313098271e-06,5161.033482453628
2.0899999999999998e-14,6.961475307764383e-06,1.0684538508585973e-09,6.960406853913525e-06,5159.18649301209
2.1e-14,6.961476185520881e-06,1.0680750609608807e-09,6.96040811045992e-06,5157.357450304799
2.11e-14,6.9614771157822166e-06,1.0677000169764067e-09,6.96040941576524e-06,5155.546495290291
2.12e-14,6.9614780982077485e-06,1.0673287418166365e-09,6.9604107694659315e-06,5153.753738599922
2.1299999999999998e-14,6.961479133180613e-06,1.06696125823285e-09,6.96041217192238e-06,5151.979290091593
2.14e-14,6.961480219606287e-06,1.066597586942145e-09,6.960413622019345e-06,5150.223249800854
2.15e-14,6.961481357850089e-06,1.0662377477255378e-09,6.960415120102364e-06,5148.485713243254
2.16e-14,6.9614825457179806e-06,1.0658817511098388e-09,6.960416663966871e-06,5146.766731249042
2.1699999999999998e-14,6.9707882312904565e-06,1.0655296061798804e-09,6.969722701684277e-06,5145.066347685668
2.18e-14,6.9707895269054856e-06,1.0651813165547294e-09,6.969724345588931e-06,5143.384580028327
2.19e-14,6.9707908709972775e-06,1.0648368848403654e-09,6.9697260341124374e-06,5141.721440860375
2.2e-14,6.9707922639890065e-06,1.0644963063820639e-09,6.969727767682625e-06,5140.076907705791
2.21e-14,6.970793705821812e-06,1.0641595821680656e-09,6.969729546239644e-06,5138.45098533644
2.22e-14,6.970795194660253e-06,1.0638267038543711e-09,6.969731367956399e-06,5136.843633462095
2.23e-14,6.970796731435943e-06,1.0634976600518562e-09,6.969733233775891e-06,5135.2547970886935
2.2399999999999998e-14,6.970798314655369e-06,1.0631724382521854e-09,6.969735142217117e-06,5133.684415817902
2.25e-14,6.970799943817185e-06,1.0628510185489593e-09,6.969737092798636e-06,5132.13239352874
2.26e-14,6.970801618119362e-06,1.0625333744594498e-09,6.969739084744903e-06,5130.598602345466
2.27e-14,6.970803337754136e-06,1.0622194850885523e-09,6.969741118269048e-06,5129.082941372993
2.2799999999999998e-14,6.9615358673296194e-06,1.0619093200355954e-09,6.960473958009584e-06,5127.585263817212
2.29e-14,6.9615376834643475e-06,1.0616028519065357e-09,6.9604760806124406e-06,5126.105437401955
2.3e-14,6.961539542473392e-06,1.0613000440127684e-09,6.96047824242938e-06,5124.643284970901
2.31e-14,6.9615414458129836e-06,1.0610008601017166e-09,6.960480444952882e-06,5123.198631473153
2.3199999999999998e-14,6.961543391222141e-06,1.0607052625500691e-09,6.960482685959591e-06,5121.771295239022
2.33e-14,6.961545379342565e-06,1.0604132105535713e-09,6.960484966132011e-06,5120.3610792391655
2.34e-14,6.961547409522423e-06,1.0601246648204388e-09,6.960487284857603e-06,5118.967793747427
2.35e-14,6.961549479903153e-06,1.0598395743978803e-09,6.960489640328755e-06,5117.591192730763
2.36e-14,6.961551591315242e-06,1.0595578935060864e-09,6.960492033421736e-06,5116.231055134634
2.37e-14,6.933711971204053e-06,1.0592795780216171e-09,6.932652691626032e-06,5114.887167902521
2.38e-14,6.933714156154277e-06,1.0590045795008136e-09,6.932655151574776e-06,5113.559297117097
2.39e-14,6.933716380652383e-06,1.0587328490295151e-09,6.932657647803353e-06,5112.247206589148
2.4e-14,6.933718644170614e-06,1.0584643330965086e-09,6.932660179837518e-06,5110.950637931913
2.41e-14,6.924488377542555e-06,1.0581989821662673e-09,6.923430178560389e-06,5109.6693519558185
2.42e-14,6.9244907246608765e-06,1.0579367403697507e-09,6.923432787920506e-06,5108.403078888989
2.4299999999999998e-14,6.924493109108363e-06,1.0576775547183506e-09,6.923435431553645e-06,5107.151562868142
2.44e-14,6.92449553099059e-06,1.0574213692843233e-09,6.923438109621305e-06,5105.914533837943
2.45e-14,6.924497989773992e-06,1.0571681265442635e-09,6.923440821647448e-06,5104.691714038173
2.46e-14,6.93373302030066e-06,1.0569177790918392e-09,6.932676102521569e-06,5103.48287456039
2.4699999999999998e-14,6.9245030160748255e-06,1.0566702718119894e-09,6.923446345803014e-06,5102.287749273419
2.48e-14,6.924505582823011e-06,1.0564255442745716e-09,6.9234491572787365e-06,5101.106046381432
2.49e-14,6.9245081851929455e-06,1.056183542066667e-09,6.9234520016508785e-06,5099.937503143652
2.5e-14,6.924510822343739e-06,1.055944213706889e-09,6.923454878130032e-06,5098.781870974636
2.51e-14,6.924513494872667e-06,1.0557075065023792e-09,6.923457787366165e-06,5097.6388954391705
2.52e-14,6.92451620169631e-06,1.0554733672280053e-09,6.923460728329082e-06,5096.508319531878
2.53e-14,6.92451894195623e-06,1.0552417431173642e-09,6.9234637002131125e-06,5095.389888462427
2.54e-14,6.924521715797227e-06,1.0550125822943608e-09,6.923466703214933e-06,5094.283351739464
2.55e-14,6.9245245231539945e-06,1.0547858331136117e-09,6.923469737320881e-06,5093.188459985662
2.56e-14,6.924527362976624e-06,1.0545614451318868e-09,6.923472801531493e-06,5092.104969628471
2.57e-14,6.924530236125349e-06,1.0543393695454293e-09,6.923475896755804e-06,5091.032645011775
2.5799999999999998e-14,6.924533141478674e-06,1.0541195551145127e-09,6.923479021923559e-06,5089.971238717022
2.59e-14,6.924536078917659e-06,1.0539019513283409e-09,6.92348217696633e-06,5088.920506845408
2.6e-14,6.924539047854229e-06,1.0536865155190515e-09,6.9234853613387094e-06,5087.880243368887
2.61e-14,6.924542048962061e-06,1.053473201068413e-09,6.923488575760993e-06,5086.850223184473
2.6199999999999998e-14,6.924545081063504e-06,1.0532619637807973e-09,6.923491819099723e-06,5085.830232887081
2.63e-14,6.924548143592541e-06,1.0530527592766964e-09,6.923495090833265e-06,5084.820058183731
2.64e-14,6.924551237243757e-06,1.0528455451674247e-09,6.92349839169859e-06,5083.819494394423
2.65e-14,6.924554361767463e-06,1.0526402789907497e-09,6.9235017214884725e-06,5082.8283364840245
2.6599999999999998e-14,6.924557515924222e-06,1.0524369195763227e-09,6.923505079004646e-06,5081.8463856554545
2.67e-14,6.924560700300014e-06,1.0522354230744946e-09,6.923508464876939e-06,5080.873430174238
2.68e-14,6.924563914579107e-06,1.0520357532593223e-09,6.923511878825848e-06,5079.90929511808
2.69e-14,6.915298936389838e-06,1.0518378718207165e-09,6.914247098518017e-06,5078.953795501085
2.7e-14,6.915302202760019e-06,1.0516417433949633e-09,6.914250561016624e-06,5078.006760564359
2.71e-14,6.915305498601993e-06,1.0514473292011973e-09,6.9142540512727915e-06,5077.068003048795
2.72e-14,6.915308823449876e-06,1.0512545930074186e-09,6.914257568856869e-06,5076.137348002853
2.7299999999999998e-14,6.915312176410882e-06,1.051063500317664e-09,6.914261112910564e-06,5075.214628857704
2.74e-14,6.915315559061997e-06,1.0508740216980616e-09,6.914264685040299e-06,5074.299703487571
2.75e-14,6.915318969436912e-06,1.0506861232887736e-09,6.914268283313623e-06,5073.392408395248
2.76e-14,6.9153224074805414e-06,1.0504997736405797e-09,6.9142719077069005e-06,5072.492591723553
2.7699999999999998e-14,6.9153258739184105e-06,1.0503149427964008e-09,6.914275558975614e-06,5071.600108820325
2.78e-14,6.915329368227695e-06,1.05013159943855e-09,6.914279236628256e-06,5070.714808463507
2.79e-14,6.915332889761548e-06,1.0499497166741961e-09,6.914282940044874e-06,5069.836560797114
2.8e-14,6.915336438739811e-06,1.0497692674447202e-09,6.914286669472366e-06,5068.965235164623
